date,sig_atm,sig_mfiv,rho_implied,rho_mfiv,d_rho
2002-03-28,0.16393950000000002,0.17253126481773076,0.3607584054642376,0.40167528203960084,0.04091687657536327
2002-06-28,0.2161145,0.22368253666092225,0.3482631162909912,0.3744848365812706,0.026221720290279343
2002-09-30,0.347299,0.36129388652805033,0.5857384850900395,0.6355037114619285,0.04976522637188905
2002-12-31,0.27211050000000003,0.28861675028076905,0.5336449798887961,0.6027372498969106,0.06909227000811444
2003-03-31,0.2570665,0.2677045207122271,0.5500057369513921,0.5981138508946967,0.048108113943304616
2003-06-30,0.1855985,0.1960514843845042,0.44932216065415703,0.5034880905845155,0.05416592993035849
2003-09-30,0.2085685,0.2208219960869136,0.5625494764529213,0.6330022064885864,0.07045273003566507
2003-12-31,0.157862,0.16980013785864104,0.4911656031592712,0.5710887311217291,0.07992312796245785
2004-03-31,0.15877000000000002,0.16808934792670172,0.4415545118773774,0.49699840166772685,0.05544388979034946
2004-06-30,0.1430575,0.15292027508765885,0.4586572616175044,0.5265672003565991,0.06790993873909462
2004-09-30,0.1329305,0.14141380702254647,0.37914724903682123,0.4313748496626279,0.05222760062580666
2004-12-31,0.12903,0.13562698067651596,0.384720694259659,0.4268361862822495,0.042115492022590496
2005-03-31,0.1284515,0.13738500473190846,0.3731911222695763,0.42941792913322985,0.056226806863653535
2005-06-30,0.117408,0.12693206359308143,0.3569021666483836,0.42007427328734104,0.06317210663895743
2005-09-30,0.11875450000000001,0.12512162029326154,0.31016073450216625,0.3461560344645941,0.035995299962427826
2005-12-30,0.1189955,0.1250124030231399,0.3174412166402884,0.3519730756076889,0.034531858967400506
2006-03-31,0.110916,0.11706982785535398,0.3189561371231565,0.35707580535401773,0.038119668230861194
2006-06-30,0.127239,0.13463852037624785,0.32913277642053707,0.3703941933804529,0.04126141695991581
2006-09-29,0.1209645,0.12660306623687262,0.3393148467963638,0.373156800984181,0.033841954187817214
2006-12-29,0.116967,0.12399701632249589,0.33094196988285407,0.3739885251294677,0.043046555246613626
2007-03-30,0.1308635,0.13839535198092756,0.40841119302624423,0.4586955932915511,0.05028440026530681
2007-06-29,0.149708,0.15735316602360544,0.44033636566659995,0.4881585811451098,0.04782221547850983
2007-09-28,0.1714095,0.17849029071973044,0.4798920424948953,0.5217533284769469,0.041861285982051626
2007-12-31,0.220556,0.22559155279640108,0.5730102320186189,0.6002403275903606,0.027230095571741733
2008-03-31,0.242074,0.2450614999137899,0.5111866692044054,0.5243121352970133,0.013125466092607946
2008-06-30,0.2221615,0.22892489731599888,0.4298269701461078,0.457398066809316,0.027571096663208193
2008-09-30,0.31246,0.3146834005141796,0.567186169771279,0.575540474042095,0.008354304270815939
2008-12-31,0.3723285,0.384870013266857,0.6531427017682059,0.6991741856876734,0.04603148391946756
2009-03-31,0.398973,0.41227015853641547,0.760058191692787,0.8128495292376228,0.05279133754483578
2009-06-30,0.250196,0.26579279711117737,0.55064526423661,0.6236862917115255,0.07304102747491546
2009-09-30,0.23298000000000002,0.24665670173412335,0.5511798899896677,0.6198983341093327,0.06871844411966495
2009-12-31,0.2076305,0.22139314855217918,0.5842991006041841,0.6666407802925377,0.08234167968835356
2010-03-31,0.1725055,0.1842816289467199,0.5415182379328345,0.6203345063283966,0.0788162683955621
2010-06-30,0.2984755,0.32065022457875714,0.7905093049937267,0.9150026003201954,0.1244932953264687
2010-09-30,0.225601,0.2411675477977474,0.7330313475955851,0.840014637376845,0.1069832897812599
2010-12-31,0.17968650000000003,0.19340138806586185,0.5403062322832679,0.6286031333767018,0.08829690109343391
2011-03-31,0.16997299999999999,0.1824925057861599,0.5272157992147166,0.6102873854080884,0.08307158619337175
2011-06-30,0.1584065,0.17141731356685264,0.4815452471071357,0.5666531759138009,0.08510792880666529
2011-09-30,0.352139,0.37629368832883503,0.8387804635139195,0.96036481010134,0.1215843465874205
2011-12-30,0.2305345,0.24618759464595683,0.7484009015210193,0.8559918755683362,0.1075909740473169
2012-03-30,0.1536675,0.16992125129508173,0.5036456490454456,0.6209922252845804,0.11734657623913478
2012-06-29,0.171387,0.1867514390076947,0.5787562891843093,0.691097795227333,0.11234150604302358
2012-09-28,0.15057,0.16360439446989689,0.4895535254268754,0.5823699284612365,0.09281640303436102
2012-12-31,0.1658075,0.17809679872542086,0.4877903705851024,0.5661301544196765,0.07833978383457411
2013-03-28,0.127447,0.1368506359053558,0.44149034690525824,0.5118333782911613,0.07034303138590309
2013-06-28,0.162817,0.1727306282763378,0.5364630293059836,0.6057299612602713,0.06926693195428778
2013-09-30,0.1485615,0.15987300772474025,0.48814667275648155,0.5678551733274367,0.07970850057095523
2013-12-31,0.12667,0.1389440023945311,0.3756974483321991,0.45550570905851534,0.07980826072631625
2014-03-31,0.12818649999999998,0.14000798326354358,0.4151939174088268,0.4984127822562593,0.08321886484743253
2014-06-30,0.1101405,0.12123115319343176,0.35642002152745794,0.43539280743047526,0.07897278590301729
2014-09-30,0.14225100000000002,0.1558817705588605,0.5190278784592766,0.626575918425242,0.1075480399659654
2014-12-31,0.15850399999999998,0.1791687679269647,0.5175241870354798,0.6660839585624855,0.14855977152700572
2015-03-31,0.1503335,0.16134543723903386,0.5099154605369164,0.5900891005926294,0.08017364005571305
2015-06-30,0.156352,0.1698913219374298,0.5838629544226019,0.6924120532959923,0.10854909887339033
2015-09-30,0.200625,0.2147327121686693,0.5605991478664113,0.6447605890521737,0.08416144118576245
2015-12-31,0.164408,0.17836734681184063,0.5199816393473925,0.6150978360781097,0.09511619673071725
2016-03-31,0.1410305,0.15383200730372057,0.4499692762644468,0.5385782698248842,0.08860899356043735
2016-06-30,0.145898,0.1633410370187275,0.4839915612415425,0.6106984249246735,0.12670686368313103
2016-09-30,0.132856,0.14698334460914703,0.4263339183778409,0.5255716994669681,0.09923778108912717
2016-12-30,0.13587,0.14959498068911586,0.3680975497208413,0.44958625859547,0.08148870887462871
2017-03-31,0.1090445,0.12101410169172065,0.354131761675301,0.4401336324358705,0.08600187076056948
2017-06-30,0.103825,0.11694234203979782,0.2769144074390073,0.356250131030438,0.07933572359143069
2017-09-29,0.094192,0.10956841354648499,0.23253556706488715,0.3211378628510694,0.08860229578618223
2017-12-29,0.097748,0.11330459065878234,0.22992019556272328,0.3153658630001841,0.08544566743746085
2018-03-29,0.17042,0.18446041574158656,0.4250824275561498,0.5015583025467353,0.07647587499058549
2018-06-29,0.1357885,0.15211835149363426,0.32933463528197116,0.41862948678485895,0.08929485150288781
2018-09-28,0.1116035,0.12961618455280896,0.26651876796762236,0.3678309314049507,0.10131216343732832
2018-12-31,0.21141349999999998,0.22413950350288253,0.48505676250707247,0.5478993903102856,0.0628426278032131
2019-03-29,0.13176749999999998,0.14413198015488815,0.36379323829640925,0.43953181342652514,0.07573857513011592
2019-06-28,0.1382275,0.1505817234013543,0.37193415204312896,0.4455131462226472,0.07357899417951824
2019-09-30,0.15602749999999999,0.16804945761738735,0.43191377676381776,0.5044685947482436,0.07255481798442584
2019-12-31,0.13210349999999998,0.14732334823318716,0.3737093774129301,0.47051359278161653,0.09680421536868643
2020-03-31,0.375852,0.4083538340626886,0.7155875174619168,0.8487438048358616,0.13315628737394483
2020-06-30,0.2528905,0.2758393834106446,0.5630384963590895,0.6751340885763573,0.11209559221726773
2020-09-30,0.263318,0.2778555147266693,0.5304741796631094,0.5950607517882219,0.0645865721251125
2020-12-31,0.1940385,0.2190632061861846,0.3463950989006009,0.45106048782623903,0.10466538892563816
2021-03-31,0.1673735,0.18986011105053877,0.336948144663419,0.4420189227471457,0.10507077808372675
2021-06-30,0.14326499999999998,0.16828195877273464,0.31295289958909317,0.4428771967705015,0.12992429718140838
2021-09-30,0.19453150000000002,0.2118881544187741,0.48629157055092787,0.582526723479216,0.09623515292828812
2021-12-31,0.16093249999999998,0.18557926514401188,0.31193584336488406,0.42649628027850744,0.1145604369136234
2022-03-31,0.19416499999999998,0.21185487774955056,0.41710916625926114,0.503285575465273,0.08617640920601188
2022-06-30,0.24963950000000001,0.2590802832481805,0.4849001629157777,0.5247702246757061,0.039870061759928445
2022-09-30,0.266811,0.27927729813646734,0.5123906289596103,0.564663170990513,0.05227254203090268
2022-12-30,0.2185155,0.220850694636758,0.4494738884736365,0.4597773359455233,0.010303447471886752
2023-03-31,0.1756915,0.18711945139139838,0.36894322456260314,0.42284601936100913,0.05390279479840596
2023-06-30,0.120337,0.13719977206230435,0.21516128258025222,0.2911199246163268,0.07595864203607458
2023-09-29,0.1518735,0.16296340371218201,0.2936115287883112,0.3434873082740179,0.04987577948570671
2023-12-29,0.1218875,0.1348193527670232,0.21687880768049275,0.2730753490854999,0.056196541405007155
2024-03-28,0.121033,0.1323314482595464,0.16981111957601952,0.21187187110050315,0.04206075152448362
2024-06-28,0.117253,0.12895552370596414,0.13658249726188681,0.17678517561784407,0.04020267835595725
2024-09-30,0.142821,0.16126566556607694,0.20801166350179112,0.2781852155695612,0.0701735520677701
2024-12-31,0.139314,0.1549079242730598,0.17493479036435022,0.22809072244311565,0.05315593207876542
